,gene_id,clade
240,AT3G04210.1,6
241,AT1G65850.2,6
242,AT5G38350.1,6
243,AT5G38340.1,6
244,BraA09g042730.3C,6
245,BraA01g043300.3C,6
246,BraA01g022690.3C,6
247,AT2G14080.1,6
248,AT3G25510.1,6
249,AT3G44400.1,6
250,AT3G44630.3,6
251,RPP1,6
252,AT3G44480.1,6
253,AT3G44670.1,6
254,AT5G44510.1,6
255,BraA07g030350.3C,6
256,BraA03g008470.3C,6
257,BraA10g021760.3C,6
258,BraA10g021770.3C,6
259,BraA02g008010.3C,6
260,BraA03g032240.3C,6
261,BraA03g032250.3C,6
262,BraA03g032230.3C,6
263,BraA02g007600.3C,6
264,AT5G18350.1,6
265,AT5G18370.1,6
266,BraA03g051400.3C,6
267,AT5G48780.1,6
268,AT1G72870.1,6
269,BraA02g021310.3C,6
270,BraA02g021320.3C,6
271,AT5G40090.1,6
272,BraA09g057610.3C,6
273,CHS1,6
274,AT1G17610.1,6
275,AT1G72850.1,6
276,BraA07g029010.3C,6
277,AT4G09420.1,6
278,AT5G48770.1,6
279,AT4G09360.1,6
280,BraA08g029180.3C,6
281,BraA09g057670.3C,6
282,AT1G72860.1,6
283,AT5G40100.1,6
284,AT1G17600.1,6
285,SOC3,6
286,BraA09g057600.3C,6
287,BraA07g029020.3C,6
288,AT4G09430.1,6
289,AT1G72840.2,6
290,MD04G1200400,6
291,MD00G1020700,6
292,MD00G1020300,6
293,MD00G1020400,6
294,MD00G1021100,6
295,MD17G1208600,6
296,MD01G1190500,6
297,MD01G1189200,6
298,MD01G1188900,6
299,MD01G1191400,6
300,MD02G1260400,6
301,MD09G1186800,6
302,MD07G1261600,6
303,MD07G1260000,6
304,MD08G1230200,6
305,MD07G1244000,6
306,MD07G1243500,6
307,MD07G1246200,6
308,MD07G1242100,6
309,MD07G1015300,6
310,MD04G1022500,6
311,Manes.18G108400.1,6
312,Cs5g20260.1,7
313,Prupe.7G012000.1,7
314,MD12G1010100,7
315,Manes.13G002600.1,7
316,Manes.13G002500.2,7
317,Potri.008G220200.2,7
318,Manes.13G002100.1,7
319,Manes.18G144600.1,7
320,Manes.13G002200.2,7
321,Manes.02G202100.3,7
322,Manes.02G202000.2,7
323,Manes.02G202166.1,7
324,Cs3g05760.1,7
325,Cs3g05770.1,7
326,Cs3g05740.3,7
327,Cs3g05740.2,7
328,Cs3g05700.1,7
329,Cs3g05740.1,7
330,Medtr2g083830.1,7
331,Medtr2g083520.1,7
332,Medtr2g083520.2,7
333,Glyma.12G212500.1,7
334,Medtr7g069100.1,7
335,Medtr7g069120.1,7
336,Medtr7g069180.1,7
337,Medtr7g069580.1,7
338,Medtr5g005550.1,7
339,Medtr7g069160.4,7
340,Medtr7g069160.1,7
341,Medtr7g069160.3,7
342,Medtr7g069160.2,7
343,Medtr2g083650.1,7
344,Medtr2g083510.1,7
345,Medtr4g080777.1,7
346,Medtr4g080777.2,7
347,Medtr6g038090.1,7
348,Glyma.06G259400.1,7
349,Glyma.06G259800.1,7
350,Glyma.06G261500.1,7
351,Glyma.06G261400.1,7
352,Glyma.06G260100.1,7
353,Glyma.06G265400.3,7
354,Glyma.06G264300.2,7
355,Glyma.06G265000.2,7
356,Glyma.06G263900.1,7
357,Glyma.06G263500.1,7
358,Glyma.12G132000.1,7
359,Glyma.12G132400.1,7
360,Glyma.06G285500.5,7
361,Glyma.12G132200.1,7
362,Medtr4g081250.1,7
363,Medtr4g080320.1,7
364,Medtr4g080320.2,7
365,Medtr4g081330.1,7
366,Medtr4g080330.1,7
367,Medtr4g081270.1,7
368,Medtr4g080070.1,7
369,Medtr4g080060.2,7
370,Medtr4g080060.1,7
371,Medtr6g088245.1,7
372,Medtr6g087260.1,7
373,Medtr6g088465.1,7
374,Medtr6g088260.2,7
375,Medtr6g088260.1,7
376,Medtr6g084360.1,7
377,Medtr6g087850.1,7
378,Medtr6g087320.1,7
379,Medtr6g088250.3,7
380,Medtr6g088250.1,7
381,Medtr6g088250.2,7
382,Medtr2g039770.1,7
383,Medtr6g488300.1,7
384,Medtr0428s0030.1,7
385,Medtr6g087200.1,7
386,Medtr6g087200.2,7
387,Medtr4g081280.1,7
388,Medtr4g081230.1,7
389,Cs5g20270.1,7
390,Cs5g19440.1,7
391,Cs5g19430.1,7
392,orange1.1t01829.2,7
393,orange1.1t01829.3,7
394,orange1.1t01829.1,7
395,orange1.1t01829.4,7
396,Cs5g19950.1,7
397,orange1.1t04706.1,7
398,orange1.1t01446.1,7
399,Cs1g22350.1,7
400,orange1.1t04443.1,7
401,Cs5g19470.1,7
402,orange1.1t04568.1,7
403,orange1.1t04571.1,7
404,Cs5g19510.1,7
405,orange1.1t04750.1,7
406,orange1.1t04445.1,7
407,orange1.1t04562.1,7
408,Cs5g18280.2,7
409,Cs5g18280.1,7
410,Cs5g19450.1,7
411,Cs5g20360.1,7
412,orange1.1t01840.1,7
413,Cs5g19460.1,7
414,orange1.1t04573.1,7
415,orange1.1t01844.2,7
416,orange1.1t01844.1,7
417,evm.model.supercontig_27.17,7
418,TcUnv2_t002310.1,7
419,Tc06v2_t001650.1,7
420,Tc06v2_t001670.1,7
421,Tc06v2_t001590.1,7
422,Tc06v2_t001610.2,7
423,Tc06v2_t001610.1,7
424,Tc06v2_t001620.2,7
425,Tc06v2_t001620.1,7
426,MD12G1125200,7
427,Manes.06G002100.1,7
428,Manes.01G120200.1,7
429,Prupe.8G005200.1,7
430,MD10G1007300,7
431,MD10G1006800,7
432,MD10G1006400,7
433,Prupe.8G005300.1,7
434,Prupe.7G037600.1,7
435,Prupe.7G026100.1,7
436,Prupe.7G037000.1,7
437,Prupe.1G524000.1,7
438,Prupe.1G523900.1,7
439,MD15G1377300,7
440,Prupe.8G046500.1,7
441,Prupe.8G046700.1,7
442,Prupe.2G059000.1,7
443,Prupe.8G005100.1,7
444,MD10G1007600,7
445,MD10G1006900,7
446,Prupe.8G044300.1,7
447,Prupe.8G041000.1,7
448,Prupe.2G113200.1,7
449,Prupe.8G044400.1,7
450,Prupe.6G160100.1,7
451,Prupe.8G053300.1,7
452,Prupe.8G032400.1,7
453,Prupe.8G034500.1,7
454,Prupe.8G034900.1,7
455,Prupe.8G031800.1,7
456,MD05G1018900,7
457,MD10G1021000,7
458,MD10G1020900,7
459,MD10G1018500,7
460,MD10G1015300,7
461,MD10G1020100,7
462,MD10G1018900,7
463,MD10G1019200,7
464,MD10G1232400,7
465,MD10G1034400,7
466,MD10G1035000,7
467,MD05G1020000,7
468,Prupe.8G022800.1,7
469,Prupe.8G023900.1,7
470,Prupe.8G023700.1,7
471,Prupe.8G023200.1,7
472,Prupe.8G023500.1,7
473,Prupe.8G021700.1,7
474,Prupe.8G023800.1,7
475,Prupe.8G023100.1,7
476,Prupe.6G110100.1,7
477,Prupe.6G109800.1,7
478,Prupe.1G165300.1,7
479,MD05G1022400,7
480,MD00G1125900,7
481,MD05G1022800,7
482,MD05G1100200,7
483,Prupe.8G026700.1,7
484,Prupe.8G027100.1,7
485,Prupe.8G026500.1,7
486,Prupe.8G027300.1,7
487,Prupe.8G056600.1,7
488,Prupe.8G056700.1,7
489,Prupe.8G026800.1,7
490,CsaV3_5G039760.1,7
491,CsaV3_5G039660.1,7
492,CsaV3_5G039700.1,7
493,CsaV3_5G039690.1,7
494,CsaV3_5G039680.1,7
495,CsaV3_5G039740.1,7
496,CsaV3_5G039730.1,7
497,CsaV3_5G039650.1,7
498,Medtr7g078780.1,7
499,Medtr7g078780.2,7
500,Medtr7g078180.1,7
501,Medtr7g078770.1,7
502,Glyma.07G067900.1,7
503,Glyma.16G033900.1,7
504,Medtr8g028800.1,7
505,Glyma.14G048600.1,7
506,Glyma.02G268900.1,7
507,Medtr3g080470.2,7
508,Medtr3g080470.1,7
509,Medtr3g080470.3,7
510,Prupe.7G065500.1,7
511,Prupe.7G065300.1,7
512,Prupe.7G065600.1,7
513,Prupe.7G065400.1,7
514,Prupe.4G227000.1,7
515,Prupe.4G224500.1,7
516,Eucgr.F01323.1,7
517,Eucgr.F01291.1,7
518,Eucgr.F01325.1,7
519,Eucgr.F01276.1,7
520,Eucgr.F01321.1,7
521,Eucgr.F01261.1,7
522,Eucgr.F01322.1,7
523,Eucgr.F01319.1,7
524,Prupe.2G059200.1,7
525,Prupe.2G059400.1,7
526,MD07G1123900,7
527,Prupe.8G005600.1,7
528,Prupe.8G005500.1,7
529,Prupe.8G005400.1,7
530,MD05G1002300,7
531,MD17G1192900,7
532,Potri.019G069200.1,7
533,Potri.013G098550.1,7
534,Potri.013G097900.2,7
535,Potri.013G097200.1,7
536,Potri.T154200.1,7
537,Potri.013G097000.1,7
538,Potri.013G098000.1,7
539,Potri.T074000.2,7
540,Potri.T074300.1,7
541,Potri.014G064100.2,7
542,Potri.014G063500.1,7
543,Potri.014G064300.2,7
544,Potri.017G103300.2,7
545,Potri.017G105300.1,7
546,Potri.017G102900.1,7
547,Potri.014G064500.1,7
548,Potri.017G105500.1,7
549,Potri.T074200.2,7
550,Potri.T073700.1,7
551,Potri.014G063900.1,7
552,Potri.014G064801.1,7
553,Potri.017G103100.3,7
554,Potri.013G097300.4,7
555,Potri.T129400.1,7
556,Potri.017G105700.2,7
557,Potri.017G103800.2,7
558,Potri.017G103501.1,7
559,Potri.T073800.2,7
560,Potri.T129266.1,7
561,Potri.T129000.2,7
562,Eucgr.B02580.1,7
563,Eucgr.B03389.1,7
564,Eucgr.L01911.1,7
565,Eucgr.L01909.1,7
566,AT1G27180.1,7
567,AT1G27170.1,7
568,BraA08g026160.3C,7
569,BraA09g039090.3C,7
570,Glyma.01G039000.1,7
571,Glyma.08G293600.1,7
572,Medtr8g062130.1,7
573,Medtr8g062140.1,7
574,Manes.05G094300.1,7
575,Potri.012G053200.1,7
576,Potri.015G043600.2,7
577,Potri.015G043501.1,7
578,Prupe.1G263400.1,7
579,MD16G1082700,7
580,MD16G1082300,7
581,Prupe.1G263600.1,7
582,Vitvi01g00875.t01,7
583,Vitvi01g00873.t01,7
584,Cs7g04730.1,7
585,Tc02v2_t020700.2,7
586,Tc02v2_t020700.1,7
587,Eucgr.J02084.1,7
588,Eucgr.F03896.1,7
589,Eucgr.F03913.1,7
590,Eucgr.C02718.1,7
591,Eucgr.C02567.1,7
592,Eucgr.L00696.1,7
593,Eucgr.C02558.1,7
594,Eucgr.L00700.1,7
595,Eucgr.C02570.1,7
596,Eucgr.F03887.1,7
597,Eucgr.F02533.1,7
598,Eucgr.K01937.1,7
599,Eucgr.C03961.1,7
600,Eucgr.E02004.1,7
601,Eucgr.E02001.1,7
602,Eucgr.E01983.1,7
603,Eucgr.D01596.1,7
604,Eucgr.D01599.1,7
605,Eucgr.D01587.1,7
606,Eucgr.D01582.1,7
607,Eucgr.E01981.1,7
608,Eucgr.E01990.1,7
609,Eucgr.E01973.1,7
610,Eucgr.E01998.1,7
611,Eucgr.E01971.1,7
612,Eucgr.E01979.1,7
613,Eucgr.H02369.1,7
614,Eucgr.H02376.1,7
615,Eucgr.H02362.1,7
616,Eucgr.H02359.1,7
617,Eucgr.K00847.1,7
618,Eucgr.K00815.1,7
619,Eucgr.K00852.1,7
620,Eucgr.C01654.1,7
621,Eucgr.C01968.1,7
622,Eucgr.C02074.1,7
623,Eucgr.C02062.1,7
624,Eucgr.C02081.1,7
625,Eucgr.C02064.1,7
626,Eucgr.H02212.1,7
627,Eucgr.C04267.1,7
628,Eucgr.C04271.1,7
629,Eucgr.L01460.1,7
630,Eucgr.G00358.1,7
631,Eucgr.G00367.1,7
632,Eucgr.E03173.1,7
633,Eucgr.E03184.1,7
634,Eucgr.E03196.1,7
635,Eucgr.E03203.1,7
636,Eucgr.E03177.1,7
637,Eucgr.E03194.1,7
638,Eucgr.C02655.1,7
639,Eucgr.C02641.1,7
640,Eucgr.F04311.1,7
641,Eucgr.C02630.1,7
642,Eucgr.B01065.1,7
643,Eucgr.C02633.1,7
644,Eucgr.L01940.1,7
645,Eucgr.C02650.1,7
646,Eucgr.F04314.1,7
647,Eucgr.C02646.1,7
648,Eucgr.F04313.1,7
649,Eucgr.E03330.1,7
650,Eucgr.G00357.1,7
651,Eucgr.G00378.1,7
652,Eucgr.G00368.1,7
653,Eucgr.E03185.1,7
654,Eucgr.L03395.1,7
655,Eucgr.E03204.1,7
656,Eucgr.E02641.1,7
657,Eucgr.E03174.1,7
658,Eucgr.E03199.1,7
659,Eucgr.L01088.1,7
660,Eucgr.C04268.1,7
661,Eucgr.C04276.1,7
662,Eucgr.C04272.1,7
663,Eucgr.C02640.1,7
664,Eucgr.C02627.1,7
665,Eucgr.G01573.1,7
666,Eucgr.C02654.1,7
667,Eucgr.B01064.1,7
668,Eucgr.C02623.1,7
669,Eucgr.E01668.1,7
670,Eucgr.E01683.1,7
671,Eucgr.E01685.1,7
672,Eucgr.C02638.1,7
673,Eucgr.C02618.1,7
674,Eucgr.C02865.1,7
675,Eucgr.D00736.1,7
676,Eucgr.E03135.1,7
677,Eucgr.E03126.1,7
678,Eucgr.E03133.1,7
679,Eucgr.E03125.1,7
680,Eucgr.D00729.1,7
681,Eucgr.D00731.1,7
682,Eucgr.D00735.1,7
683,Eucgr.E04206.1,7
684,Eucgr.D00728.1,7
685,L6,7
686,Eucgr.B01756.1,7
687,Eucgr.C01915.1,7
688,Eucgr.C01920.1,7
689,Eucgr.C01933.1,7
690,Eucgr.A00735.1,7
691,Eucgr.H03741.1,7
692,Eucgr.H03694.1,7
693,Eucgr.H03750.1,7
694,Eucgr.H03679.1,7
695,Eucgr.H03707.1,7
696,Eucgr.H03528.1,7
697,Eucgr.H03746.1,7
698,Eucgr.H03761.1,7
699,Eucgr.H03745.1,7
700,Eucgr.H03723.1,7
701,Eucgr.H03699.1,7
702,Eucgr.H03827.1,7
703,Eucgr.H03809.1,7
704,Eucgr.H03796.1,7
705,Eucgr.H03785.1,7
706,Eucgr.H03812.1,7
707,Eucgr.H03824.1,7
708,Eucgr.H03735.1,7
709,Eucgr.H03738.1,7
710,Eucgr.E01863.1,7
711,Eucgr.E01861.1,7
712,Eucgr.E01810.1,7
713,Eucgr.E01852.1,7
714,Eucgr.E01865.1,7
715,Eucgr.E01836.1,7
716,Eucgr.E01851.1,7
717,Eucgr.E01803.1,7
718,Eucgr.E01804.1,7
719,Eucgr.J01296.1,7
720,Eucgr.J01303.1,7
721,Eucgr.L01409.1,7
722,Eucgr.J01324.1,7
723,Eucgr.L01407.1,7
724,Eucgr.J01332.1,7
725,Eucgr.J01308.1,7
726,Eucgr.L01406.1,7
727,Eucgr.J01298.1,7
728,Eucgr.J01295.1,7
729,Eucgr.D00180.1,7
730,Eucgr.J01320.1,7
731,Eucgr.J01336.1,7
732,Eucgr.C01921.1,7
733,Eucgr.C02112.1,7
734,Eucgr.C02111.1,7
735,Eucgr.C02108.1,7
736,Eucgr.C00296.1,7
737,Eucgr.C00467.1,7
738,Eucgr.C00539.1,7
739,Eucgr.C00318.1,7
740,Eucgr.L00367.1,7
741,Eucgr.C00271.1,7
742,Eucgr.C00311.1,7
743,Eucgr.C00525.1,7
744,Eucgr.C02634.1,7
745,Eucgr.C00513.1,7
746,Eucgr.C00292.1,7
747,Eucgr.C00277.1,7
748,Eucgr.C00289.1,7
749,Eucgr.B01956.1,7
750,Eucgr.C01481.1,7
751,Eucgr.L03709.1,7
752,Eucgr.L01098.1,7
753,Eucgr.C00020.1,7
754,Eucgr.C00001.1,7
755,Eucgr.E03438.1,7
756,Eucgr.L01200.1,7
757,Eucgr.C00049.1,7
758,Eucgr.D02660.1,7
759,Eucgr.L00391.1,7
760,Eucgr.B01839.1,7
761,Eucgr.C00040.1,7
762,Eucgr.H02580.1,7
763,Eucgr.C01830.1,7
764,Eucgr.C01430.1,7
765,Eucgr.C00409.1,7
766,Eucgr.D02396.1,7
767,Eucgr.L03036.1,7
768,Eucgr.J00354.1,7
769,Potri.005G206400.1,7
770,Potri.002G056050.1,7
771,evm.model.supercontig_4.91,7
772,evm.model.supercontig_4.82,7
773,Potri.011G015300.1,7
774,Potri.011G012900.1,7
775,Potri.011G011900.1,7
776,Potri.T068700.1,7
777,Potri.011G013800.1,7
778,Potri.T037900.1,7
779,Potri.011G009250.1,7
780,Potri.011G009400.3,7
781,Potri.T037601.1,7
782,Potri.011G013201.1,7
783,Potri.T039100.1,7
784,Potri.011G008700.1,7
785,Potri.006G270000.1,7
786,Potri.001G363340.1,7
787,Potri.011G011600.2,7
788,Potri.011G014066.1,7
789,Potri.T068601.1,7
790,Potri.T069500.1,7
791,Potri.011G015400.3,7
792,Potri.011G012501.1,7
793,Potri.011G012000.1,7
794,Potri.T069201.1,7
795,Potri.T038300.2,7
796,Potri.T039601.1,7
797,Potri.011G060600.2,7
798,Potri.011G008600.1,7
799,Potri.T039900.1,7
800,Potri.001G363400.1,7
801,Potri.011G008800.1,7
802,Potri.T038900.1,7
803,Potri.011G060400.1,7
804,Manes.09G158500.5,7
805,Prupe.2G101900.1,7
806,MD07G1079300,7
807,MD07G1079200,7
808,MD17G1275400,7
809,MD17G1276600,7
810,MD17G1275900,7
811,MD17G1277700,7
812,Prupe.3G009800.1,7
813,Prupe.3G130900.1,7
814,MD15G1376300,7
815,Prupe.3G009700.1,7
816,Prupe.3G130700.1,7
817,Prupe.3G010100.1,7
818,Prupe.6G083100.1,7
819,Prupe.6G083200.1,7
820,Prupe.2G135600.1,7
821,MD07G1112300,7
822,Prupe.2G135700.1,7
823,MD05G1152200,7
824,Prupe.8G184900.1,7
825,Prupe.8G185300.1,7
826,Prupe.8G185200.1,7
827,MD17G1072500,7
828,MD15G1416500,7
829,MD02G1302100,7
830,MD07G1103200,7
831,MD07G1102200,7
832,MD08G1019600,7
833,MD08G1018200,7
834,MD08G1040700,7
835,MD07G1101700,7
836,MD02G1264800,7
837,MD12G1193200,7
838,MD07G1073500,7
839,Prupe.2G126200.1,7
840,Prupe.2G126400.1,7
841,Prupe.2G126100.1,7
842,Prupe.2G121000.1,7
843,Prupe.2G126700.1,7
844,Prupe.2G127000.1,7
845,Prupe.4G260900.1,7
846,Prupe.2G126300.1,7
847,Prupe.2G126600.1,7
848,Prupe.6G132100.1,7
849,Prupe.2G126900.1,7
850,Manes.06G012900.1,7
851,Manes.11G061000.1,7
852,Tc05v2_t017480.1,7
853,Tc05v2_t017460.1,7
854,Tc05v2_t017500.1,7
855,Tc05v2_t017440.1,7
856,Tc03v2_t003180.1,7
857,Tc06v2_t002180.1,7
858,Tc06v2_t002180.2,7
859,Tc06v2_t002180.3,7
860,Potri.007G099700.3,7
861,Potri.001G028700.1,7
862,Tc04v2_t015780.1,7
863,Manes.11G156500.2,7
864,Potri.003G084200.1,7
865,Potri.T005601.1,7
866,Potri.T010500.1,7
867,Potri.007G143300.1,7
868,Potri.T011750.1,7
869,Potri.001G066500.3,7
870,Potri.019G052000.2,7
871,Potri.T003001.1,7
872,Potri.T001600.1,7
873,Potri.003G014200.1,7
874,Potri.T002428.1,7
875,Potri.T002568.1,7
876,Potri.T112700.1,7
877,Potri.T001933.1,7
878,Potri.T002701.1,7
879,Potri.T001500.1,7
880,Potri.T002900.4,7
881,Potri.T002400.1,7
882,Potri.T002300.1,7
883,Potri.T001700.1,7
884,Potri.019G046000.1,7
885,Potri.T002600.2,7
886,Potri.T002066.1,7
887,Potri.013G037300.1,7
888,Potri.T005300.2,7
889,Potri.T005100.1,7
890,Potri.T005501.1,7
891,Potri.T004501.1,7
892,Potri.T004950.1,7
893,Potri.012G135700.2,7
894,Medtr2g037290.1,7
895,CsaV3_2G009690.1,7
896,Medtr5g036240.1,7
897,Medtr8g012180.2,7
898,Medtr8g012180.3,7
899,Medtr8g012180.1,7
900,Medtr8g012080.1,7
901,Medtr8g011710.2,7
902,Medtr8g011710.1,7
903,Medtr8g012200.1,7
904,Medtr8g037220.1,7
905,Medtr8g037220.2,7
906,Medtr8g037235.1,7
907,Medtr8g011950.1,7
908,Medtr5g071610.2,7
909,Medtr5g071610.1,7
910,Medtr3g022930.1,7
911,Medtr0468s0010.1,7
912,Medtr5g047530.1,7
913,Medtr5g047480.1,7
914,Medtr8g073730.1,7
915,Medtr8g012190.2,7
916,Medtr8g012190.1,7
917,Medtr7g025250.1,7
918,Medtr7g025250.3,7
919,Medtr7g025250.2,7
920,Medtr8g011850.1,7
921,Medtr3g072140.1,7
922,Medtr2g437560.1,7
923,Medtr8g020430.1,7
924,Glyma.16G085900.1,7
925,Glyma.16G085400.2,7
926,Glyma.16G085200.2,7
927,Glyma.03G087600.4,7
928,Glyma.03G087500.1,7
929,Glyma.16G085700.1,7
930,Glyma.03G088100.1,7
931,Glyma.03G088000.5,7
932,Glyma.12G239200.2,7
933,Glyma.16G087100.1,7
934,Glyma.16G086700.1,7
935,Glyma.16G086500.1,7
